product_id,Avg_Tool_Wear
L48433,0.0
L48437,15.0
L48438,17.0
L48440,22.0
L48443,34.0
L48445,39.0
L48446,41.0
L48448,46.0
L48449,48.0
L48453,63.0
L48458,79.0
L48462,94.0
L48463,96.0
L48464,98.0
L48466,103.0
L48467,105.0
L48470,113.0
L48474,126.0
L48475,128.0
L48476,130.0
L48477,132.0
L48480,140.0
L48481,142.0
L48482,144.0
L48483,146.0
L48484,148.0
L48485,150.0
L48486,152.0
L48487,154.0
L48488,156.0
L48489,158.0
L48490,160.0
L48491,162.0
L48492,164.0
L48493,166.0
L48495,171.0
L48496,173.0
L48497,175.0
L48499,180.0
L48501,185.0
L48503,192.0
L48506,202.0
L48507,204.0
L48510,214.0
L48512,221.0
L48514,226.0
L48515,228.0
L48516,230.0
L48518,5.0
L48520,10.0
L48523,18.0
L48524,20.0
L48525,22.0
L48526,24.0
L48527,26.0
L48528,28.0
L48529,30.0
L48530,32.0
L48531,34.0
L48534,42.0
L48536,47.0
L48537,49.0
L48539,54.0
L48542,64.0
L48543,66.0
L48544,68.0
L48545,70.0
L48550,86.0
L48554,97.0
L48557,105.0
L48559,112.0
L48560,114.0
L48562,119.0
L48564,124.0
L48566,129.0
L48567,131.0
L48569,138.0
L48570,140.0
L48571,142.0
L48573,147.0
L48574,149.0
L48575,151.0
L48576,153.0
L48577,155.0
L48578,157.0
L48579,159.0
L48583,174.0
L48585,179.0
L48586,181.0
L48587,183.0
L48588,185.0
L48589,187.0
L48591,192.0
L48595,203.0
L48597,208.0
L48598,210.0
L48599,212.0
L48601,217.0
L48602,0.0
L48603,2.0
L48604,4.0
L48605,6.0
L48607,11.0
L48608,13.0
L48610,18.0
L48612,23.0
L48613,25.0
L48618,45.0
L48621,53.0
L48623,58.0
L48624,60.0
L48625,62.0
L48631,81.0
L48632,83.0
L48633,85.0
L48634,87.0
L48635,89.0
L48636,91.0
L48637,93.0
L48638,95.0
L48639,97.0
L48640,99.0
L48641,101.0
L48642,103.0
L48643,105.0
L48644,107.0
L48645,109.0
L48646,111.0
L48647,113.0
L48649,118.0
L48650,120.0
L48651,122.0
L48656,136.0
L48657,138.0
L48658,140.0
L48659,142.0
L48663,153.0
L48667,164.0
L48668,166.0
L48670,171.0
L48673,179.0
L48676,189.0
L48677,191.0
L48678,193.0
L48682,204.0
L48683,206.0
L48684,208.0
L48685,210.0
L48686,212.0
L48689,220.0
L48691,3.0
L48693,10.0
L48696,18.0
L48700,31.0
L48703,41.0
L48704,43.0
L48705,45.0
L48706,47.0
L48708,54.0
L48709,56.0
L48710,58.0
L48714,71.0
L48715,73.0
L48718,81.0
L48721,89.0
L48722,91.0
L48723,93.0
L48724,95.0
L48726,100.0
L48727,102.0
L48729,107.0
L48730,109.0
L48731,111.0
L48732,113.0
L48733,115.0
L48735,120.0
L48737,127.0
L48739,132.0
L48741,137.0
L48742,139.0
L48743,141.0
L48745,146.0
L48747,151.0
L48748,153.0
L48750,158.0
L48751,160.0
L48752,162.0
L48753,164.0
L48754,166.0
L48755,168.0
L48756,170.0
L48757,172.0
L48758,174.0
L48759,176.0
L48763,189.0
L48765,194.0
L48768,202.0
L48770,207.0
L48771,209.0
L48772,211.0
L48773,213.0
L48775,218.0
L48776,0.0
L48777,2.0
L48778,4.0
L48779,6.0
L48781,11.0
L48784,21.0
L48785,23.0
L48786,25.0
L48787,27.0
L48788,29.0
L48789,31.0
L48790,33.0
L48793,41.0
L48795,46.0
L48797,53.0
L48798,55.0
L48799,57.0
L48800,59.0
L48801,61.0
L48803,68.0
L48805,73.0
L48807,78.0
L48808,80.0
L48810,85.0
L48811,87.0
L48812,89.0
L48813,91.0
L48815,98.0
L48816,100.0
L48817,102.0
L48818,104.0
L48820,109.0
L48823,119.0
L48824,121.0
L48825,123.0
L48827,128.0
L48828,130.0
L48831,140.0
L48833,147.0
L48834,149.0
L48836,154.0
L48839,164.0
L48840,166.0
L48844,179.0
L48846,186.0
L48847,188.0
L48848,190.0
L48849,192.0
L48850,194.0
L48851,196.0
L48852,198.0
L48854,203.0
L48855,205.0
L48858,215.0
L48859,217.0
L48864,3.0
L48865,5.0
L48867,12.0
L48868,14.0
L48869,16.0
L48871,21.0
L48874,31.0
L48875,33.0
L48876,35.0
L48878,40.0
L48879,42.0
L48881,47.0
L48882,49.0
L48886,60.0
L48887,62.0
L48888,64.0
L48889,66.0
L48890,68.0
L48891,70.0
L48892,72.0
L48893,74.0
L48894,76.0
L48895,78.0
L48896,80.0
L48897,82.0
L48899,87.0
L48900,89.0
L48901,91.0
L48903,96.0
L48906,104.0
L48908,109.0
L48913,125.0
L48915,130.0
L48916,132.0
L48917,134.0
L48922,152.0
L48925,160.0
L48926,162.0
L48927,164.0
L48929,171.0
L48931,176.0
L48932,178.0
L48933,180.0
L48935,185.0
L48938,193.0
L48940,200.0
L48941,202.0
L48943,209.0
L48945,5.0
L48949,16.0
L48951,23.0
L48952,25.0
L48953,27.0
L48955,32.0
L48956,34.0
L48958,41.0
L48960,46.0
L48961,48.0
L48962,50.0
L48964,57.0
L48965,59.0
L48966,61.0
L48967,63.0
L48968,65.0
L48969,67.0
L48970,69.0
L48971,71.0
L48973,76.0
L48983,109.0
L48984,111.0
L48987,123.0
L48988,125.0
L48989,127.0
L48990,129.0
L48992,134.0
L48993,136.0
L48994,138.0
L48996,143.0
L48997,145.0
L49000,153.0
L49001,155.0
L49002,157.0
L49003,159.0
L49004,161.0
L49008,174.0
L49009,176.0
L49010,178.0
L49013,186.0
L49014,188.0
L49016,195.0
L49017,197.0
L49019,0.0
L49021,5.0
L49023,12.0
L49025,17.0
L49027,24.0
L49029,31.0
L49033,42.0
L49037,55.0
L49039,60.0
L49040,62.0
L49042,67.0
L49044,72.0
L49045,74.0
L49047,79.0
L49048,81.0
L49050,86.0
L49051,88.0
L49052,90.0
L49053,92.0
L49054,94.0
L49055,96.0
L49056,98.0
L49060,109.0
L49061,111.0
L49065,122.0
L49066,124.0
L49070,137.0
L49071,139.0
L49073,144.0
L49075,151.0
L49076,153.0
L49077,155.0
L49078,157.0
L49079,159.0
L49082,169.0
L49083,171.0
L49085,176.0
L49086,178.0
L49087,180.0
L49088,182.0
L49089,184.0
L49094,200.0
L49095,202.0
L49096,204.0
L49099,3.0
L49100,5.0
L49101,7.0
L49102,9.0
L49103,11.0
L49104,13.0
L49105,15.0
L49106,17.0
L49108,24.0
L49113,38.0
L49114,40.0
L49117,48.0
L49118,50.0
L49120,55.0
L49121,57.0
L49122,59.0
L49123,61.0
L49124,63.0
L49125,65.0
L49126,67.0
L49127,69.0
L49128,71.0
L49131,79.0
L49132,81.0
L49133,83.0
L49134,85.0
L49135,87.0
L49140,105.0
L49141,107.0
L49142,109.0
L49143,111.0
L49145,116.0
L49146,118.0
L49147,120.0
L49148,122.0
L49151,132.0
L49152,134.0
L49153,136.0
L49154,138.0
L49155,140.0
L49158,148.0
L49161,158.0
L49165,169.0
L49166,171.0
L49169,181.0
L49170,183.0
L49172,188.0
L49175,196.0
L49177,0.0
L49179,7.0
L49180,9.0
L49181,11.0
L49182,13.0
L49184,18.0
L49185,20.0
L49187,25.0
L49188,27.0
L49190,32.0
L49191,34.0
L49192,36.0
L49193,38.0
L49194,40.0
L49195,42.0
L49196,44.0
L49197,46.0
L49198,48.0
L49201,58.0
L49202,60.0
L49203,62.0
L49205,67.0
L49207,72.0
L49209,77.0
L49210,79.0
L49211,81.0
L49212,83.0
L49216,96.0
L49218,103.0
L49220,108.0
L49221,110.0
L49224,118.0
L49226,123.0
L49227,125.0
L49228,127.0
L49232,138.0
L49233,140.0
L49235,145.0
L49236,147.0
L49237,149.0
L49240,159.0
L49241,161.0
L49243,166.0
L49244,168.0
L49245,170.0
L49246,172.0
L49247,174.0
L49250,184.0
L49252,189.0
L49253,191.0
L49254,193.0
L49255,195.0
L49256,197.0
L49257,199.0
L49260,207.0
L49264,5.0
L49265,7.0
L49267,14.0
L49268,16.0
L49269,18.0
L49270,20.0
L49271,22.0
L49272,24.0
L49273,26.0
L49274,28.0
L49275,30.0
L49278,38.0
L49279,40.0
L49281,45.0
L49282,47.0
L49285,55.0
L49286,57.0
L49291,75.0
L49292,77.0
L49293,79.0
L49295,86.0
L49303,115.0
L49304,117.0
L49305,119.0
L49306,121.0
L49308,128.0
L49310,135.0
L49311,137.0
L49312,139.0
L49314,146.0
L49315,148.0
L49316,150.0
L49317,152.0
L49318,154.0
L49319,156.0
L49320,158.0
L49322,163.0
L49324,168.0
L49325,170.0
L49326,172.0
L49327,174.0
L49328,176.0
L49329,178.0
L49335,199.0
L49340,213.0
L49341,215.0
L49342,217.0
L49343,219.0
L49344,221.0
L49345,223.0
L49349,8.0
L49351,13.0
L49352,15.0
L49354,20.0
L49358,31.0
L49359,33.0
L49364,51.0
L49365,53.0
L49366,55.0
L49368,60.0
L49371,70.0
L49372,72.0
L49375,80.0
L49377,85.0
L49380,93.0
L49381,95.0
L49383,100.0
L49385,105.0
L49386,107.0
L49387,109.0
L49389,116.0
L49390,118.0
L49392,123.0
L49393,125.0
L49396,137.0
L49397,139.0
L49398,141.0
L49401,149.0
L49402,151.0
L49403,153.0
L49407,164.0
L49409,171.0
L49410,173.0
L49411,175.0
L49412,177.0
L49413,179.0
L49414,181.0
L49417,189.0
L49418,191.0
L49419,193.0
L49420,195.0
L49421,197.0
L49422,199.0
L49423,201.0
L49426,3.0
L49429,11.0
L49433,26.0
L49434,28.0
L49435,30.0
L49436,32.0
L49437,34.0
L49438,36.0
L49439,38.0
L49442,48.0
L49446,59.0
L49447,61.0
L49448,63.0
L49449,65.0
L49450,67.0
L49451,69.0
L49453,74.0
L49454,76.0
L49455,78.0
L49456,80.0
L49459,90.0
L49460,92.0
L49461,94.0
L49462,96.0
L49463,98.0
L49464,100.0
L49465,102.0
L49467,107.0
L49469,112.0
L49472,120.0
L49473,122.0
L49474,124.0
L49475,126.0
L49476,128.0
L49477,130.0
L49478,132.0
L49479,134.0
L49480,136.0
L49482,141.0
L49483,143.0
L49484,145.0
L49486,152.0
L49488,159.0
L49489,161.0
L49494,175.0
L49495,177.0
L49496,179.0
L49497,181.0
L49498,183.0
L49502,196.0
L49504,201.0
L49505,203.0
L49508,211.0
L49509,213.0
L49511,218.0
L49512,220.0
L49513,222.0
L49514,224.0
L49515,0.0
L49516,2.0
L49517,4.0
L49518,6.0
L49519,8.0
L49520,10.0
L49521,12.0
L49523,17.0
L49525,22.0
L49526,24.0
L49527,26.0
L49528,28.0
L49530,33.0
L49531,35.0
L49533,40.0
L49534,42.0
L49537,52.0
L49539,57.0
L49543,72.0
L49544,74.0
L49545,76.0
L49546,78.0
L49550,89.0
L49551,91.0
L49553,96.0
L49558,110.0
L49560,117.0
L49561,119.0
L49562,121.0
L49563,123.0
L49565,128.0
L49566,130.0
L49569,138.0
L49570,140.0
L49571,142.0
L49572,144.0
L49573,146.0
L49574,148.0
L49577,156.0
L49578,158.0
L49582,171.0
L49585,181.0
L49586,183.0
L49588,188.0
L49589,190.0
L49590,192.0
L49591,194.0
L49592,196.0
L49593,198.0
L49594,0.0
L49596,5.0
L49597,7.0
L49598,9.0
L49601,19.0
L49602,21.0
L49604,26.0
L49605,28.0
L49607,33.0
L49609,38.0
L49612,46.0
L49613,48.0
L49615,53.0
L49617,60.0
L49619,65.0
L49620,67.0
L49621,69.0
L49623,74.0
L49624,76.0
L49626,83.0
L49627,85.0
L49628,87.0
L49629,89.0
L49630,91.0
L49631,93.0
L49633,98.0
L49634,100.0
L49635,102.0
L49636,104.0
L49637,106.0
L49638,108.0
L49639,110.0
L49640,112.0
L49642,117.0
L49643,119.0
L49645,124.0
L49646,126.0
L49649,134.0
L49650,136.0
L49651,138.0
L49652,140.0
L49654,145.0
L49655,147.0
L49657,154.0
L49659,159.0
L49660,161.0
L49661,163.0
L49662,165.0
L49665,175.0
L49668,185.0
L49671,197.0
L49674,207.0
L49678,218.0
L49680,223.0
L49682,228.0
L49683,0.0
L49684,2.0
L49685,4.0
L49688,14.0
L49689,16.0
L49690,18.0
L49692,23.0
L49693,25.0
L49694,27.0
L49695,29.0
L49696,31.0
L49697,33.0
L49699,38.0
L49700,40.0
L49701,42.0
L49703,47.0
L49706,55.0
L49707,57.0
L49708,59.0
L49710,64.0
L49712,69.0
L49713,71.0
L49714,73.0
L49715,75.0
L49716,77.0
L49718,84.0
L49719,86.0
L49720,88.0
L49723,100.0
L49724,102.0
L49726,107.0
L49727,109.0
L49729,114.0
L49730,116.0
L49731,118.0
L49733,125.0
L49734,127.0
L49735,129.0
L49739,140.0
L49741,145.0
L49742,147.0
L49743,149.0
L49744,151.0
L49745,153.0
L49747,158.0
L49748,160.0
L49750,167.0
L49753,175.0
L49754,177.0
L49755,179.0
L49756,181.0
L49757,183.0
L49758,185.0
L49759,187.0
L49760,189.0
L49761,191.0
L49762,193.0
L49763,195.0
L49764,197.0
L49766,202.0
L49767,204.0
L49768,206.0
L49769,208.0
L49770,0.0
L49771,2.0
L49772,4.0
L49774,11.0
L49776,16.0
L49777,18.0
L49778,20.0
L49780,25.0
L49781,27.0
L49782,29.0
L49785,37.0
L49787,44.0
L49788,46.0
L49789,48.0
L49791,55.0
L49792,57.0
L49794,62.0
L49795,64.0
L49796,66.0
L49797,68.0
L49799,73.0
L49800,75.0
L49805,91.0
L49806,93.0
L49809,103.0
L49810,105.0
L49813,115.0
L49814,117.0
L49816,124.0
L49817,126.0
L49818,128.0
L49822,141.0
L49824,146.0
L49827,156.0
L49828,158.0
L49830,163.0
L49831,165.0
L49832,167.0
L49833,169.0
L49834,171.0
L49836,176.0
L49838,181.0
L49840,188.0
L49843,196.0
L49845,201.0
L49850,219.0
L49852,0.0
L49853,2.0
L49854,4.0
L49855,6.0
L49856,8.0
L49857,10.0
L49858,12.0
L49859,14.0
L49860,16.0
L49861,18.0
L49863,23.0
L49864,25.0
L49865,27.0
L49866,29.0
L49867,31.0
L49868,33.0
L49869,35.0
L49870,37.0
L49871,39.0
L49872,41.0
L49875,49.0
L49876,51.0
L49877,53.0
L49878,55.0
L49879,57.0
L49880,59.0
L49881,61.0
L49882,63.0
L49885,71.0
L49888,79.0
L49889,81.0
L49890,83.0
L49891,85.0
L49896,101.0
L49898,106.0
L49899,108.0
L49900,110.0
L49902,115.0
L49903,117.0
L49905,122.0
L49907,127.0
L49908,129.0
L49909,131.0
L49910,133.0
L49912,138.0
L49913,140.0
L49915,147.0
L49919,158.0
L49920,160.0
L49921,162.0
L49922,164.0
L49923,166.0
L49924,168.0
L49926,173.0
L49927,175.0
L49928,177.0
L49931,187.0
L49933,192.0
L49935,199.0
L49936,201.0
L49937,203.0
L49939,208.0
L49940,210.0
L49941,212.0
L49942,214.0
L49943,216.0
L49947,9.0
L49948,11.0
L49950,16.0
L49951,18.0
L49952,20.0
L49953,22.0
L49954,24.0
L49955,26.0
L49956,28.0
L49957,30.0
L49958,32.0
L49959,34.0
L49961,39.0
L49964,47.0
L49965,49.0
L49968,57.0
L49970,64.0
L49972,71.0
L49973,73.0
L49974,75.0
L49976,80.0
L49978,85.0
L49979,87.0
L49983,98.0
L49984,100.0
L49985,102.0
L49986,104.0
L49988,109.0
L49989,111.0
L49990,113.0
L49991,115.0
L49993,120.0
L49994,122.0
L49996,127.0
L49997,129.0
L49998,131.0
L49999,133.0
L50000,135.0
L50002,140.0
L50005,148.0
L50007,153.0
L50009,158.0
L50013,169.0
L50014,171.0
L50015,173.0
L50017,178.0
L50018,180.0
L50021,190.0
L50022,192.0
L50023,194.0
L50024,196.0
L50025,198.0
L50026,200.0
L50027,202.0
L50029,207.0
L50030,209.0
L50031,211.0
L50034,219.0
L50035,221.0
L50038,231.0
L50039,233.0
L50041,240.0
L50042,242.0
L50043,244.0
L50046,5.0
L50048,12.0
L50049,14.0
L50052,22.0
L50054,29.0
L50060,48.0
L50062,53.0
L50063,55.0
L50064,57.0
L50070,76.0
L50071,78.0
L50072,80.0
L50074,85.0
L50079,99.0
L50080,101.0
L50081,103.0
L50084,111.0
L50085,113.0
L50086,115.0
L50088,120.0
L50089,122.0
L50090,124.0
L50092,129.0
L50093,131.0
L50095,138.0
L50096,140.0
L50097,142.0
L50099,147.0
L50100,149.0
L50101,151.0
L50102,153.0
L50104,158.0
L50106,163.0
L50111,179.0
L50112,181.0
L50117,195.0
L50118,197.0
L50119,199.0
L50120,201.0
L50122,0.0
L50124,7.0
L50127,17.0
L50128,19.0
L50131,27.0
L50133,34.0
L50137,47.0
L50140,55.0
L50141,57.0
L50142,59.0
L50144,64.0
L50146,69.0
L50147,71.0
L50149,76.0
L50157,101.0
L50159,108.0
L50160,110.0
L50162,117.0
L50163,119.0
L50164,121.0
L50165,123.0
L50166,125.0
L50169,133.0
L50170,135.0
L50174,146.0
L50175,148.0
L50177,153.0
L50178,155.0
L50179,157.0
L50181,164.0
L50185,175.0
L50186,177.0
L50187,179.0
L50190,187.0
L50192,192.0
L50193,194.0
L50194,196.0
L50195,198.0
L50196,200.0
L50197,202.0
L50199,207.0
L50200,209.0
L50201,211.0
L50202,213.0
L50203,215.0
L50204,217.0
L50205,219.0
L50207,0.0
L50208,2.0
L50209,4.0
L50216,26.0
L50217,28.0
L50218,30.0
L50220,35.0
L50221,37.0
L50223,42.0
L50224,44.0
L50225,46.0
L50227,51.0
L50228,53.0
L50229,55.0
L50230,57.0
L50231,59.0
L50232,61.0
L50235,73.0
L50236,75.0
L50237,77.0
L50238,79.0
L50240,84.0
L50241,86.0
L50242,88.0
L50243,90.0
L50247,101.0
L50249,108.0
L50250,110.0
L50251,112.0
L50252,114.0
L50253,116.0
L50254,118.0
L50256,123.0
L50257,125.0
L50259,130.0
L50263,141.0
L50265,148.0
L50266,150.0
L50271,168.0
L50273,173.0
L50274,175.0
L50276,180.0
L50280,191.0
L50282,198.0
L50283,200.0
L50285,205.0
L50286,207.0
L50288,212.0
L50289,214.0
L50291,5.0
L50295,16.0
L50296,18.0
L50299,26.0
L50301,33.0
L50302,35.0
L50304,42.0
L50305,44.0
L50306,46.0
L50307,48.0
L50309,53.0
L50310,55.0
L50311,57.0
L50312,59.0
L50314,66.0
L50315,68.0
L50316,70.0
L50317,72.0
L50318,74.0
L50321,86.0
L50322,88.0
L50330,117.0
L50331,119.0
L50334,127.0
L50335,129.0
L50336,131.0
L50338,136.0
L50341,146.0
L50342,148.0
L50343,150.0
L50344,152.0
L50345,154.0
L50347,159.0
L50351,170.0
L50353,175.0
L50354,177.0
L50355,179.0
L50356,181.0
L50359,189.0
L50361,194.0
L50363,199.0
L50364,201.0
L50365,203.0
L50369,214.0
L50370,216.0
L50373,0.0
L50374,2.0
L50376,7.0
L50377,9.0
L50381,22.0
L50382,24.0
L50384,29.0
L50389,43.0
L50391,48.0
L50392,50.0
L50393,52.0
L50396,62.0
L50397,64.0
L50398,66.0
L50401,74.0
L50405,87.0
L50406,89.0
L50408,94.0
L50409,96.0
L50410,98.0
L50411,100.0
L50412,102.0
L50414,109.0
L50415,111.0
L50419,122.0
L50420,124.0
L50422,131.0
L50423,133.0
L50426,141.0
L50429,149.0
L50431,156.0
L50432,158.0
L50433,160.0
L50435,165.0
L50436,167.0
L50437,169.0
L50438,171.0
L50442,184.0
L50443,186.0
L50445,193.0
L50446,195.0
L50447,197.0
L50450,205.0
L50454,0.0
L50456,7.0
L50457,9.0
L50458,11.0
L50459,13.0
L50462,21.0
L50463,23.0
L50465,30.0
L50466,32.0
L50468,37.0
L50470,42.0
L50472,47.0
L50474,52.0
L50475,54.0
L50477,59.0
L50478,61.0
L50479,63.0
L50481,70.0
L50482,72.0
L50483,74.0
L50484,76.0
L50486,81.0
L50488,86.0
L50489,88.0
L50490,90.0
L50491,92.0
L50492,94.0
L50493,96.0
L50494,98.0
L50497,106.0
L50498,108.0
L50499,110.0
L50500,112.0
L50501,114.0
L50502,116.0
L50503,118.0
L50504,120.0
L50505,122.0
L50506,124.0
L50508,129.0
L50509,131.0
L50510,133.0
L50511,135.0
L50515,146.0
L50516,148.0
L50517,150.0
L50519,155.0
L50522,165.0
L50524,170.0
L50525,172.0
L50526,174.0
L50527,176.0
L50529,181.0
L50530,183.0
L50531,185.0
L50532,187.0
L50533,189.0
L50534,191.0
L50535,193.0
L50536,195.0
L50538,202.0
L50539,204.0
L50540,206.0
L50541,208.0
L50542,210.0
L50543,212.0
L50544,0.0
L50548,13.0
L50549,15.0
L50550,17.0
L50551,19.0
L50552,21.0
L50553,23.0
L50554,25.0
L50558,38.0
L50560,43.0
L50561,45.0
L50562,47.0
L50564,54.0
L50565,56.0
L50571,77.0
L50572,79.0
L50573,81.0
L50574,83.0
L50575,85.0
L50577,90.0
L50578,92.0
L50579,94.0
L50582,104.0
L50583,106.0
L50584,108.0
L50586,113.0
L50587,115.0
L50590,123.0
L50591,125.0
L50592,127.0
L50593,129.0
L50594,131.0
L50595,133.0
L50596,135.0
L50597,137.0
L50599,144.0
L50600,146.0
L50602,151.0
L50603,153.0
L50604,155.0
L50606,160.0
L50607,162.0
L50608,164.0
L50611,176.0
L50615,187.0
L50616,189.0
L50617,191.0
L50618,193.0
L50619,195.0
L50620,197.0
L50621,199.0
L50623,204.0
L50624,206.0
L50627,216.0
L50628,218.0
L50629,220.0
L50630,222.0
L50631,0.0
L50633,7.0
L50634,9.0
L50638,24.0
L50639,26.0
L50640,28.0
L50643,40.0
L50644,42.0
L50646,47.0
L50647,49.0
L50648,51.0
L50650,56.0
L50651,58.0
L50652,60.0
L50655,68.0
L50656,70.0
L50657,72.0
L50658,74.0
L50660,79.0
L50661,81.0
L50662,83.0
L50664,90.0
L50665,92.0
L50666,94.0
L50668,99.0
L50669,101.0
L50674,119.0
L50676,124.0
L50677,126.0
L50678,128.0
L50679,130.0
L50683,145.0
L50685,150.0
L50688,160.0
L50689,162.0
L50690,164.0
L50691,166.0
L50696,182.0
L50697,184.0
L50698,186.0
L50700,191.0
L50701,193.0
L50702,195.0
L50703,197.0
L50705,202.0
L50708,212.0
L50709,214.0
L50712,6.0
L50713,8.0
L50716,18.0
L50718,23.0
L50719,25.0
L50720,27.0
L50721,29.0
L50722,31.0
L50723,33.0
L50725,38.0
L50728,46.0
L50731,54.0
L50734,62.0
L50735,64.0
L50736,66.0
L50738,71.0
L50740,76.0
L50741,78.0
L50742,80.0
L50746,91.0
L50747,93.0
L50748,95.0
L50752,108.0
L50753,110.0
L50754,112.0
L50755,114.0
L50756,116.0
L50759,124.0
L50760,126.0
L50762,131.0
L50763,133.0
L50764,135.0
L50765,137.0
L50766,139.0
L50769,149.0
L50770,151.0
L50775,167.0
L50776,169.0
L50778,174.0
L50780,181.0
L50781,183.0
L50783,188.0
L50784,190.0
L50785,192.0
L50786,194.0
L50787,196.0
L50791,207.0
L50792,0.0
L50793,2.0
L50794,4.0
L50797,12.0
L50798,14.0
L50799,16.0
L50801,23.0
L50802,25.0
L50807,39.0
L50808,41.0
L50809,43.0
L50810,45.0
L50812,50.0
L50814,55.0
L50816,60.0
L50819,68.0
L50821,75.0
L50822,77.0
L50823,79.0
L50824,81.0
L50825,83.0
L50827,88.0
L50829,93.0
L50830,95.0
L50831,97.0
L50833,102.0
L50834,104.0
L50835,106.0
L50837,111.0
L50840,119.0
L50847,139.0
L50848,141.0
L50849,143.0
L50850,145.0
L50852,150.0
L50854,157.0
L50858,168.0
L50859,170.0
L50860,172.0
L50862,177.0
L50864,182.0
L50866,187.0
L50868,192.0
L50869,194.0
L50870,196.0
L50871,198.0
L50872,200.0
L50873,202.0
L50875,207.0
L50876,0.0
L50877,2.0
L50879,9.0
L50880,11.0
L50881,13.0
L50882,15.0
L50886,26.0
L50888,31.0
L50889,33.0
L50890,35.0
L50891,37.0
L50892,39.0
L50893,41.0
L50896,49.0
L50898,56.0
L50899,58.0
L50902,66.0
L50903,68.0
L50907,81.0
L50908,83.0
L50913,97.0
L50917,110.0
L50920,118.0
L50921,120.0
L50922,122.0
L50923,124.0
L50924,126.0
L50925,128.0
L50927,135.0
L50928,137.0
L50929,139.0
L50930,141.0
L50931,143.0
L50933,150.0
L50934,152.0
L50935,154.0
L50936,156.0
L50939,164.0
L50940,166.0
L50943,174.0
L50944,176.0
L50946,181.0
L50947,183.0
L50948,185.0
L50950,190.0
L50952,195.0
L50956,208.0
L50959,3.0
L50960,5.0
L50961,7.0
L50962,9.0
L50964,16.0
L50965,18.0
L50966,20.0
L50967,22.0
L50968,24.0
L50969,26.0
L50970,28.0
L50971,30.0
L50972,32.0
L50973,34.0
L50977,45.0
L50978,47.0
L50979,49.0
L50983,60.0
L50984,62.0
L50989,76.0
L50992,84.0
L50993,86.0
L50995,91.0
L50996,93.0
L50998,98.0
L50999,100.0
L51000,102.0
L51001,104.0
L51004,112.0
L51010,135.0
L51016,152.0
L51017,154.0
L51018,156.0
L51020,161.0
L51021,163.0
L51022,165.0
L51023,167.0
L51024,169.0
L51025,171.0
L51026,173.0
L51028,178.0
L51029,180.0
L51032,190.0
L51033,192.0
L51034,194.0
L51038,209.0
L51039,211.0
L51040,213.0
L51043,223.0
L51046,0.0
L51049,8.0
L51050,10.0
L51052,15.0
L51053,17.0
L51054,19.0
L51055,21.0
L51056,23.0
L51058,30.0
L51060,35.0
L51061,37.0
L51062,39.0
L51065,49.0
L51066,51.0
L51067,53.0
L51068,55.0
L51069,57.0
L51070,59.0
L51071,61.0
L51073,66.0
L51082,94.0
L51086,109.0
L51088,114.0
L51090,121.0
L51092,126.0
L51094,131.0
L51095,133.0
L51096,135.0
L51097,137.0
L51100,147.0
L51101,149.0
L51105,160.0
L51106,162.0
L51108,169.0
L51112,180.0
L51113,182.0
L51116,190.0
L51117,192.0
L51118,194.0
L51119,196.0
L51120,198.0
L51121,200.0
L51123,205.0
L51124,207.0
L51125,0.0
L51129,13.0
L51130,15.0
L51132,20.0
L51135,28.0
L51137,33.0
L51138,35.0
L51140,40.0
L51142,45.0
L51145,55.0
L51146,57.0
L51149,65.0
L51152,75.0
L51153,77.0
L51154,79.0
L51158,94.0
L51159,96.0
L51162,104.0
L51163,106.0
L51164,108.0
L51165,110.0
L51168,118.0
L51169,120.0
L51171,127.0
L51172,129.0
L51173,131.0
L51174,133.0
L51175,135.0
L51177,140.0
L51178,142.0
L51179,144.0
L51180,146.0
L51182,153.0
L51183,155.0
L51184,157.0
L51186,162.0
L51187,164.0
L51189,169.0
L51191,174.0
L51194,182.0
L51195,184.0
L51196,186.0
L51197,188.0
L51200,196.0
L51202,203.0
L51203,205.0
L51207,218.0
L51208,220.0
L51210,227.0
L51211,229.0
L51212,231.0
L51213,233.0
L51214,235.0
L51215,0.0
L51216,2.0
L51218,7.0
L51219,9.0
L51220,11.0
L51221,13.0
L51222,15.0
L51227,29.0
L51228,31.0
L51229,33.0
L51230,35.0
L51231,37.0
L51235,48.0
L51236,50.0
L51237,52.0
L51239,57.0
L51241,62.0
L51242,64.0
L51243,66.0
L51244,68.0
L51247,76.0
L51248,78.0
L51250,83.0
L51251,85.0
L51252,87.0
L51254,92.0
L51255,94.0
L51257,99.0
L51259,106.0
L51260,108.0
L51261,110.0
L51262,112.0
L51264,117.0
L51266,124.0
L51267,126.0
L51268,128.0
L51270,133.0
L51274,146.0
L51276,153.0
L51277,155.0
L51278,157.0
L51279,159.0
L51280,161.0
L51281,163.0
L51282,165.0
L51283,167.0
L51284,169.0
L51285,171.0
L51286,173.0
L51287,175.0
L51288,177.0
L51290,182.0
L51293,192.0
L51294,194.0
L51297,204.0
L51298,206.0
L51299,208.0
L51302,0.0
L51304,5.0
L51305,7.0
L51308,17.0
L51310,22.0
L51311,24.0
L51313,29.0
L51314,31.0
L51316,36.0
L51317,38.0
L51318,40.0
L51320,47.0
L51322,54.0
L51323,56.0
L51324,58.0
L51326,63.0
L51327,65.0
L51328,67.0
L51329,69.0
